time,nino34_anom,pred
2002-03-01,0.0099999997764825,-0.006504202
2002-04-01,0.0199999995529651,-0.001680219
2002-05-01,0.3100000023841858,0.21361913
2002-06-01,0.7200000286102295,0.6464667
2002-07-01,0.7400000095367432,0.97803575
2002-08-01,0.8700000047683716,0.8486923
2002-09-01,1.090000033378601,1.060711
2002-10-01,1.25,1.2807335
2002-11-01,1.4700000286102295,1.2856802
2002-12-01,1.3700000047683716,1.2530832
2003-01-01,0.6000000238418579,0.96808857
2003-02-01,0.6399999856948853,0.10347734
2003-03-01,0.3600000143051147,0.28644598
2003-04-01,-0.1400000005960464,0.059221663
2003-05-01,-0.6100000143051147,-0.46589297
2003-06-01,-0.2899999916553497,-0.566911
2003-07-01,0.209999993443489,0.03599722
2003-08-01,0.2599999904632568,0.3464089
2003-09-01,0.270000010728836,0.2599251
2003-10-01,0.4199999868869781,0.31905395
2003-11-01,0.3300000131130218,0.49760285
2003-12-01,0.4300000071525574,0.31788093
2004-01-01,0.270000010728836,0.22546573
2004-02-01,0.2300000041723251,0.14081971
2004-03-01,0.1199999973177909,0.24540193
2004-04-01,0.0700000002980232,0.056200467
2004-05-01,0.0599999986588954,0.033675767
2004-06-01,0.1299999952316284,0.07314817
2004-07-01,0.4900000095367431,0.23873381
2004-08-01,0.7599999904632568,0.66413116
2004-09-01,0.8100000023841858,0.9069542
2004-10-01,0.7300000190734863,0.80229425
2004-11-01,0.6600000262260437,0.627898
2004-12-01,0.7400000095367432,0.6246906
2005-01-01,0.6600000262260437,0.6599123
2005-02-01,0.3600000143051147,0.52471507
2005-03-01,0.449999988079071,0.09261646
2005-04-01,0.2599999904632568,0.46250597
2005-05-01,0.3000000119209289,0.21467291
2005-06-01,0.0399999991059303,0.23269497
2005-07-01,-0.2300000041723251,0.006012431
2005-08-01,-0.050000000745058,-0.17905872
2005-09-01,-0.0399999991059303,0.05369758
2005-10-01,-0.0599999986588954,-0.09394533
2005-11-01,-0.5899999737739563,-0.067814276
2005-12-01,-0.9200000166893004,-0.8335298
2006-01-01,-0.9100000262260436,-0.9829763
2006-02-01,-0.6700000166893005,-0.80069584
2006-03-01,-0.7099999785423279,-0.51880836
2006-04-01,-0.3199999928474426,-0.4691213
2006-05-01,-0.0900000035762786,-0.0413519
2006-06-01,0.0,0.01453074
2006-07-01,0.0099999997764825,0.08689479
2006-08-01,0.3100000023841858,0.19554378
2006-09-01,0.6000000238418579,0.39617524
2006-10-01,0.699999988079071,0.93009454
2006-11-01,0.9900000095367432,0.9065257
2006-12-01,1.1399999856948853,1.0862947
2007-01-01,0.699999988079071,0.95072144
2007-02-01,0.1299999952316284,0.29597846
2007-03-01,-0.1800000071525573,-0.07927681
2007-04-01,-0.3199999928474426,-0.28634328
2007-05-01,-0.4699999988079071,-0.2484729
2007-06-01,-0.3499999940395355,-0.33498386
2007-07-01,-0.5899999737739563,-0.20832178
2007-08-01,-0.7200000286102295,-0.8295081
